ActorID,ActorFirstName,ActorMiddleName,ActorLastName,Birthday,Description,Nationality
1198980,Dāvis,NULL,Rudzāts,0000-00-00,,
1198982,Sabīne,NULL,Andersone,0000-00-00,,
1198999,Ami,NULL,Ameen,0000-00-00,,
1199000,LaJessie,NULL,Smith,0000-00-00,,
1199048,Adrian,NULL,Musto,0000-00-00,,
1199720,Omahyra,NULL,Mota,0000-00-00,,
1199872,Mormarevi,NULL,brothers,0000-00-00,,
1199900,Krasimir,NULL,Kostov,0000-00-00,,
1199901,Kiril,NULL,Marichkov,0000-00-00,,
1200098,Elsie,Oakes,Barber,0000-00-00,,
1200313,Mathew,NULL,Lorenceau,0000-00-00,,
1200369,Godaigo,,,0000-00-00,,
1200579,Emre,NULL,Yilmaz,0000-00-00,,
1200788,Katherine,NULL,Britton,0000-00-00,,
1200791,Tommy,NULL,Thomas,0000-00-00,,
1200792,Granville,'Danny',Young,0000-00-00,,
1200793,David,Harold,Brown,0000-00-00,,
1200794,Lloyd,L.,Tolbert,0000-00-00,,
1200796,Lee,NULL,Brownfield,0000-00-00,,
1200797,Janine,NULL,King,0000-00-00,,
1200850,Zachary,NULL,Bailess,0000-00-00,,
1200851,Jasper,NULL,Levine,0000-00-00,,
1200852,James,NULL,Tarpey,0000-00-00,,
1200853,Sophie,NULL,Evans,0000-00-00,,
1200854,Samantha,NULL,White,0000-00-00,,
1200855,Rose,NULL,Reynolds,0000-00-00,,
1200856,Richard,NULL,Hadfield,0000-00-00,,
1200857,Flora,NULL,Slorach,0000-00-00,,
1200858,Francesca,NULL,Reidie,0000-00-00,,
1200859,Charlotte,NULL,Reidie,0000-00-00,,
1200862,Alex,NULL,Calloway,0000-00-00,,
1200863,Lydia,Du,Veaux,0000-00-00,,
1200864,Keith,NULL,Stanfield,0000-00-00,,
1200866,Bran'dee,NULL,Allen,0000-00-00,,
1200895,Waymond,NULL,Lee,0000-00-00,,
1200963,Lil,NULL,Chuuch,0000-00-00,,
1201399,Joseph,NULL,Mika-Hunt,0000-00-00,,
1201648,Laura,NULL,Whipple,0000-00-00,,
1202018,Octavio,NULL,Arauz,0000-00-00,,
1202386,Katherine,NULL,Press,0000-00-00,,
1202524,Elio,NULL,Micheli,0000-00-00,,
1202543,Gina,NULL,Cantrell,0000-00-00,,
1202546,Rodrick,NULL,Hersh,0000-00-00,,
1202554,Arne,NULL,Starr,0000-00-00,,
1202555,Brian,NULL,Waller,0000-00-00,,
1202574,Irmgard,NULL,Koch,0000-00-00,,
1202576,Hans,Joachim,Wolle,0000-00-00,,
1202580,Ivan,NULL,Minov,0000-00-00,,
1202600,Kevin,NULL,Kunkel,0000-00-00,,
1202809,Lisa,NULL,Bradley,0000-00-00,,
1203060,Hans,NULL,Zehetner,0000-00-00,,
1203099,Brett,NULL,Gipson,0000-00-00,,
1203281,Theresa,NULL,Sindelar,0000-00-00,,
1203591,Eric,B.,Walter,0000-00-00,,
1203677,Silvia,NULL,Neid,0000-00-00,,
1203718,Thomas,NULL,Mohr,0000-00-00,,
1204219,Brian,NULL,Brown,0000-00-00,,
1204277,Michael,J.,Dyer,0000-00-00,,
1204279,Roger,NULL,Ernest,0000-00-00,,
1204280,Phil,NULL,Dodds,0000-00-00,,
1204285,Roy,E.,Richards,0000-00-00,,
1204286,Eumenio,NULL,Blanco,0000-00-00,,
1204287,Cy,NULL,Young,0000-00-00,,
1204288,Richard,NULL,Stuart,0000-00-00,,
1204291,Kirk,NULL,Raymond,0000-00-00,,
1204292,Bennett,Wayne,Dean,0000-00-00,,
1204293,J.,Allen,Hynek,0000-00-00,,
1204294,Monty,NULL,Jordan,0000-00-00,,
1204295,Stephen,NULL,Powers,0000-00-00,,
1204598,Кузьма,NULL,Кресницкий,0000-00-00,,
1204646,Anjelah,NULL,Johnson-Reyes,0000-00-00,,
1204747,Χρηστος,NULL,Ευθυμιου,0000-00-00,,
1204748,Ρικα,NULL,Διαλυνα,0000-00-00,,
1204749,Ανδρεας,NULL,Μπαρκουλης,0000-00-00,,
1204750,Διονυσης,NULL,Παπαγιαννοπουλος,0000-00-00,,
1204751,Γιαννης,NULL,Γκιωνακης,0000-00-00,,
1205141,Maria,NULL,Zambrana,0000-00-00,,
1205162,Charles,NULL,Rainsbury,0000-00-00,,
1205163,Pamela,NULL,Prescott,0000-00-00,,
1205164,Dinah,Sue,Rowley,0000-00-00,,
1205165,Gabriella,NULL,Sinclair,0000-00-00,,
1205166,Cyndi,NULL,Vicino,0000-00-00,,
1205167,Fred,NULL,Broderson,0000-00-00,,
1205168,Mark,NULL,Cheresnick,0000-00-00,,
1205169,Bette,NULL,Shoor,0000-00-00,,
1205170,Robert,Slacum,Jr.,0000-00-00,,
1205171,Charles,NULL,Voelker,0000-00-00,,
1205172,Irving,NULL,Krone,0000-00-00,,
1205173,Ted,NULL,Science,0000-00-00,,
1205174,Jim,NULL,Fitzpatrick,0000-00-00,,
1205489,Shinji,NULL,Ikefuji,0000-00-00,,
1205803,John,NULL,Mee,0000-00-00,"John Mee is an actor.",
1206190,Jake,NULL,Garber,0000-00-00,,
1206260,Charlie,NULL,Murph,0000-00-00,,
1206758,Екатерина,NULL,Гороховская,0000-00-00,,
1206760,Наталья,NULL,Данилова,0000-00-00,,
1206761,Юлия,NULL,Рудина,0000-00-00,,
1206762,Елена,NULL,Соловьева,0000-00-00,,
1206764,Олег,NULL,Куликович,0000-00-00,,
1206765,Константин,NULL,Бронзит,0000-00-00,,
1206904,Евгений,NULL,Серов,0000-00-00,,
1206923,Jun,NULL,Pereira,0000-00-00,,
1207227,James,Patrick,Pitt,0000-00-00,,
1207236,David,Van,Horn,0000-00-00,,
1207247,Sonia,NULL,Yee,0000-00-00,,
1207248,Jahnel,NULL,Curfman,0000-00-00,,
1207249,Kyla,NULL,Warren,0000-00-00,,
1207250,Lisa,NULL,Roumain,0000-00-00,,
1207251,Taylor,NULL,Kibby,0000-00-00,,
1207252,Jodie,NULL,Landau,0000-00-00,,
1207253,Chris,NULL,Mala,0000-00-00,,
1207254,Julie,NULL,Lamm,0000-00-00,,
1207257,Cullen,B.,Madden,0000-00-00,,
1207259,Joseph,Brady,Madden,0000-00-00,,
1207262,Frankie,NULL,Torres,0000-00-00,,
1207263,Tamica,NULL,Washington-Miller,0000-00-00,,
1207264,Gerry,NULL,Blair,0000-00-00,,
1207265,Paul,NULL,Yates,0000-00-00,,
1207266,Wray,NULL,Wilson,0000-00-00,,
1207267,Melvin,Leno,Clark,0000-00-00,,
1207268,Carvon,NULL,Futrell,0000-00-00,,
1207269,Brandon,NULL,Jelkes,0000-00-00,,
1207270,Micah,NULL,Moch,0000-00-00,,
1207271,Hanniyah,NULL,Muhammad,0000-00-00,,
1207272,Christopher,NULL,Nolen,0000-00-00,,
1207273,Christa,NULL,Oliver,0000-00-00,,
1207274,April,Marie,Thomas,0000-00-00,,
1207275,Bravita,A.,Threatt,0000-00-00,,
1207276,Colin,NULL,Bleasdale,0000-00-00,,
1207278,Matt,NULL,Clayton,0000-00-00,,
1207280,Jamie,NULL,Harrison,0000-00-00,,
1207281,Allan,NULL,Henry,0000-00-00,,
1207282,Anthony,NULL,Ingruber,0000-00-00,,
1207283,Ashley,NULL,Jeffery,0000-00-00,,
1207287,Kai,NULL,Pantano,0000-00-00,,
1207288,Logan,NULL,Pithyou,0000-00-00,,
1207289,Stuart,NULL,Pollock,0000-00-00,,
1207290,Gareth,NULL,Ruck,0000-00-00,,
1207291,Jodie,NULL,Taylor,0000-00-00,,
1207292,Richard,NULL,Whiteside,0000-00-00,,
1207440,Khanh,NULL,Doan,0000-00-00,,
1207488,Eva,NULL,Bella,0000-00-00,,
1207489,Livvy,NULL,Stubenrauch,0000-00-00,,
1208133,Zolani,NULL,Mkiva,0000-00-00,,
1208406,Zoe,NULL,Borde,0000-00-00,,
1208438,Grant,NULL,Holmquist,0000-00-00,,
1208669,Владимир,NULL,Балкашинов,0000-00-00,,
1208728,Юрий,NULL,Думчев,0000-00-00,,
1209244,Eleanor,NULL,Witt,0000-00-00,,
1209245,Tamara,NULL,Brown,0000-00-00,,
1209246,Janaya,NULL,Pender,0000-00-00,,
1209247,Adryn,NULL,White,0000-00-00,,
1209248,Natalie,NULL,Tjen,0000-00-00,,
1209249,David,NULL,O'Connor,0000-00-00,,
1209250,Jeremy,NULL,Ball,0000-00-00,,
1209251,Fiona,NULL,Johnson,0000-00-00,,
1209252,Luke,NULL,Quinton,0000-00-00,,
1209253,Michael,NULL,Butcher,0000-00-00,,
1209254,Bernard,NULL,Ledger,0000-00-00,,
1209255,Chris,NULL,Pattinson,0000-00-00,,
1209256,Nigel,NULL,Harbach,0000-00-00,,
1209257,Rana,NULL,Morrison,0000-00-00,,
1209294,Don,NULL,Costello,0000-00-00,,
1209417,Ido,NULL,Ezra,0000-00-00,,
1209418,Garret,NULL,Noël,0000-00-00,,
1209419,Tim,NULL,Rigby,0000-00-00,,
1209702,Thomas,Craig,Plumer,0000-00-00,,
1209703,Robert,NULL,Berkman,0000-00-00,,
1209704,Lauren,NULL,Scyphers,0000-00-00,,
1209705,Reid,NULL,Harper,0000-00-00,,
1209706,Summer,Kylie,Remington,0000-00-00,,
1209707,Ava,Rose,Williams,0000-00-00,,
1209708,Vladimir,NULL,Kubr,0000-00-00,,
1209709,Callie,NULL,Croughwell,0000-00-00,,
1209710,Javan,NULL,Tahir,0000-00-00,,
1209711,Justin,NULL,Rex,0000-00-00,,
1209712,Nicole,NULL,Lindeblad,0000-00-00,,
1209713,Masha,NULL,Lund,0000-00-00,,
1209714,James,NULL,Bethea,0000-00-00,,
1209715,Jeffrey,NULL,Ashkin,0000-00-00,,
1209716,Mike,NULL,Cochrane,0000-00-00,"Mike Cochrane is Actor amd  Stunts.",
1209717,Crystal,Marie,Denha,0000-00-00,,
1209718,Halla,,,0000-00-00,,
1209719,Kristin,J.,Hooper,0000-00-00,,
1209720,Chris,NULL,Jalandoni,0000-00-00,,
1209721,Steve,NULL,Janousek,0000-00-00,,
1209722,Laura,NULL,Liguori,0000-00-00,,
1209723,Robert,NULL,McMurrer,0000-00-00,,
1209724,James,M.,Myers,0000-00-00,,
1209725,Sylvette,NULL,Ortiz,0000-00-00,,
1209726,Brett,NULL,Padelford,0000-00-00,,
1209727,Ajani,NULL,Perkins,0000-00-00,,
1209728,Chris,NULL,Reid,0000-00-00,,
1209729,Toi,NULL,Rose,0000-00-00,,
1209730,George,F.,Watson,0000-00-00,,
1209731,David,NULL,Zyler,0000-00-00,,
1209911,Patrick,NULL,Warner,0000-00-00,,
1210327,Аркадий,NULL,Вайнер,0000-00-00,,
1210329,Владимир,NULL,Седов,0000-00-00,,
1210330,Ольга,NULL,Науменко,0000-00-00,,
1211086,Андрей,NULL,Разумовский,0000-00-00,,
1211144,Аркадий,NULL,Григорян,0000-00-00,,
1211731,Jordan,NULL,Ranft,0000-00-00,,
1211946,P.,J.,Byrne,0000-00-00,,"Manasquan - New Jersey - "
1212192,Bill,NULL,Tangradi,0000-00-00,,
1212273,Melanie,NULL,Paxson,0000-00-00,,
1212484,Alex,NULL,Nevil,0000-00-00,,
1212896,Jeremy,NULL,Sinden,0000-00-00,,
1213299,Cynthia,NULL,Preston,1968-05-18,"From Wikipedia, the free encyclopedia.

Heigh","Toronto - Ontario - Canad"
1213573,Taran,NULL,Killam,1982-04-01,,
1213603,Max,NULL,Greenfield,0000-00-00,,
1213637,Lara,Jill,Miller,0000-00-00,,
1213786,Brent,NULL,Spiner,1949-02-02,"From Wikipedia, the free encyclopedia.

Brent","Houston - Texas - USA"
1214430,Eden,NULL,Sher,0000-00-00,,
1214673,Alexis,NULL,Denisof,0000-00-00,,
1215283,Paul,NULL,Soles,1930-08-11,"From Wikipedia, the free encyclopedia

Paul R","Toronto - Ontario - Canad"
1215663,,Jessica,Collins,1983-03-08,"From Wikipedia, the free encyclopedia

Jessic","San Antonio - Texas - USA"
1215689,Christina,NULL,Chang,0000-00-00,,
1216155,Marta,NULL,Martin,0000-00-00,,
1216270,Damián,NULL,666,0000-00-00,,
1216947,David,NULL,Ankrum,0000-00-00,,
1217001,Lorenzo,NULL,Caccialanza,0000-00-00,,
1217648,Chris,NULL,Diamantopoulos,1975-05-09,,"Toronto - Ontario - Canad"
1217873,Danielle,NULL,Judovits,0000-00-00,,
1218634,Harvey,NULL,Levin,0000-00-00,,
1218936,Barbara,NULL,Durkin,0000-00-00,,
1219226,Matthew,NULL,Glave,1963-08-19,"From Wikipedia, the free encyclopedia

Matthe","Saginaw - Michigan - USA"
1219446,Panou,,,0000-00-00,,
1219497,Thom,Gossom,Jr.,0000-00-00,,
1219514,Tommy,NULL,Lafitte,0000-00-00,,
1219901,Colin,NULL,Quinn,0000-00-00,,
1220036,Carolyn,NULL,Pickles,0000-00-00,,
1221121,Dennis,NULL,Keiffer,0000-00-00,,
1221198,Bob,NULL,Okazaki,0000-00-00,,
1221332,Mark,NULL,Ford,0000-00-00,,
1221838,Paul,NULL,Carafotes,0000-00-00,,
1221851,Ben,NULL,Tritle,0000-00-00,,
1222215,Christopher,NULL,Stanley,0000-00-00,,
1223384,Yota,NULL,Argyropoulou,0000-00-00,,
1223438,Sarah,NULL,Dumont,0000-00-00,,
1223439,Sloane,NULL,Avery,0000-00-00,,
1223440,Orto,NULL,Ignatiussen,0000-00-00,,
1223442,Amy,NULL,Warren,0000-00-00,,
1223444,Tyler,NULL,Griffin,0000-00-00,,
1223726,Robbie,NULL,Amell,1988-04-21,"From Wikipedia, the free encyclopedia.

Rober",
1223786,Emilia,NULL,Clarke,1987-05-01,"From Wikipedia, the free encyclopedia  Emilia",
1223986,Sarah,Danielle,Madison,1974-09-10,,
1224022,Enver,NULL,Gjokaj,1980-02-12,"Enver Gjokaj (height 5' 10"" (1,78 m)) was bor","Orange County - Californi"
1224149,David,NULL,Meunier,1973-02-05,,
1224173,Ian,NULL,Nelson,0000-00-00,,
1224424,Jonathan,NULL,Chesner,0000-00-00,,
1224448,Brandon,NULL,Hillock,0000-00-00,,
1224525,Rutina,NULL,Wesley,0000-00-00,,
1224669,Ron,NULL,Kennell,0000-00-00,,
1224744,Louisa,NULL,Lytton,1989-02-07,,"Camden - London - England"
1224996,Lauren,NULL,Sánchez,0000-00-00,,
1225170,Erin,NULL,O'Brien,0000-00-00,,
1225816,Keith,NULL,Damron,0000-00-00,,
1225936,Jasmine,NULL,Dustin,0000-00-00,,
1226016,Andres,NULL,Perez-Molina,0000-00-00,,
1226685,Leighton,NULL,Cardno,0000-00-00,,
1226806,Milton,NULL,Barnes,0000-00-00,,
1226835,Markus,NULL,Redmond,0000-00-00,,
1227294,Melanie,NULL,Tonello,0000-00-00,,
1227898,John,NULL,Griffin,0000-00-00,,
1228219,Adam,NULL,Goldstein,0000-00-00,,
1228319,Natalie,NULL,Lisinska,0000-00-00,,
1228940,Jonathan,NULL,Dixon,0000-00-00,,
1230885,Eric,L.,Haney,0000-00-00,,
1230897,Sammy,NULL,Sheik,0000-00-00,,
1231548,Katie,NULL,Cleary,0000-00-00,,
1233525,Griffin,NULL,Gluck,0000-00-00,,
1233591,Michelle,NULL,Latimer,0000-00-00,,
1233672,Emily,NULL,Rutherfurd,0000-00-00,,
1234388,Simon,NULL,Kassianides,1979-08-07,"From Wikipedia, the free encyclopedia

Simon ","London - England - UK"
1235227,Scott,NULL,Trimble,0000-00-00,,
1235294,Philip,NULL,Arditti,0000-00-00,,
1235426,Lindsey,NULL,Ginter,0000-00-00,,
1236642,John,NULL,Ceallach,0000-00-00,,
1240078,Chad,NULL,Connell,0000-00-00,,
1240156,Katie,NULL,Crown,0000-00-00,,
1240477,Katie,NULL,McGrath,0000-00-00,,
1243767,John,NULL,O'Connell,0000-00-00,,
1244841,Chad,NULL,Calek,0000-00-00,,
1244945,Simon,NULL,London,0000-00-00,,
1245467,Anthony,NULL,Durante,0000-00-00,,
1246772,Elton,NULL,LeBlanc,0000-00-00,,
1249807,Uta,NULL,Kargel,0000-00-00,,
1253541,Jin,NULL,Akanishi,0000-00-00,,
1253980,Chris,NULL,Geletneky,0000-00-00,,
1254626,Jonathan,NULL,Kite,0000-00-00,"From Wikipedia, the free encyclopedia

Jonath","Chicago - Illinois - Unit"
1255247,Mădălina,Diana,Ghenea,1987-08-08,,"Slatina, Romania"
1256260,Ian,NULL,Patrick,2002-11-11,"Ian Patrick is an actor.","Texas - USA"
1256300,Daniel,NULL,Lissing,0000-00-00,,
1257753,Paloma,NULL,Kwiatkowski,0000-00-00,,
1258227,Clara,NULL,Paget,0000-00-00,,
1259021,Vietnam,NULL,Television,0000-00-00,,
1260745,Tony,NULL,Fucile,0000-00-00,,
1261694,Barkhad,NULL,Abdi,0000-00-00,,
1263145,Michael,NULL,Felber,0000-00-00,,
1263182,Claudiu,Ciprian,Popa,0000-00-00,,
1263189,Mihai,NULL,Florea,0000-00-00,,
1263294,Jillian,NULL,Morgese,0000-00-00,"In her senior year at the Fashion Institute o","Fair Lawn, New Jersey"
1263321,Bjarne,NULL,Wilking,0000-00-00,,
1263387,Louis,van,Rensburg,0000-00-00,,
1263413,Felipe,NULL,Sacdalan,0000-00-00,,
1263453,Stephanie,NULL,Mittel,0000-00-00,,
1263507,Georges,NULL,Dutter,0000-00-00,,
1263519,Joachim,NULL,Mais,0000-00-00,,
1263537,Maximilian,NULL,Czysz,0000-00-00,,
1263543,Crystal,NULL,Dawson,0000-00-00,,
1263550,Marcos,NULL,Pasquin,0000-00-00,,
1263589,Luciano,NULL,Demarco,0000-00-00,,
1263592,Mariana,NULL,Secco,0000-00-00,,
1263678,Andrew,NULL,Teixeira,0000-00-00,,
1263679,Hagen,van,de,0000-00-00,,
1264110,Tomasz,NULL,Szafrański,0000-00-00,,
1264257,Krzysztof,NULL,Ridan,0000-00-00,,
1264453,Dana,NULL,Pretorius,0000-00-00,,
1265079,Catherine,NULL,Green,0000-00-00,,
1265115,A.,Wade,Miller,0000-00-00,,
1265248,Kate,NULL,Clark,0000-00-00,,
1265249,Luminita,NULL,Docan,0000-00-00,,
1265250,Ali,NULL,Khan,0000-00-00,,
1265251,Isaiah,Guyman,Martin,0000-00-00,,
1265252,Margy,NULL,Moore,0000-00-00,,
1265629,Angourie,NULL,Rice,0000-00-00,,
1265795,Davin,NULL,Ransom,0000-00-00,,
1265796,Brian,NULL,Schaeffer,0000-00-00,,
1265797,Jack,NULL,White,0000-00-00,,
1265798,Melanie,NULL,Brown,0000-00-00,,
1265799,Victoria,NULL,Gracie,0000-00-00,,
1265800,Renee,NULL,Herlocker,0000-00-00,,
1265801,Jill,Ann,Pineda-Arnold,0000-00-00,,
1265802,Annika,NULL,Ihnat,0000-00-00,,
1265803,Lindsay,NULL,Dennis,0000-00-00,,
1265804,Lindsay,NULL,Rosenberg,0000-00-00,,
1265805,Hannah,NULL,Douglass,0000-00-00,,
1265806,Brooke,NULL,Long,0000-00-00,,
1265807,Kylette,NULL,Zamora,0000-00-00,,
1265808,Donessa,NULL,Alexander,0000-00-00,,
1265809,Martin,NULL,Andris,0000-00-00,,
1265810,Cassity,NULL,Atkins,0000-00-00,,
1265811,Gregory,NULL,Baldi,0000-00-00,,
1265812,Elya,NULL,Beer,0000-00-00,,
1265813,Ayelet,NULL,Ben-Shahar,0000-00-00,,
1265814,Jordan,NULL,Bobbitt,0000-00-00,,
1265815,Chris,NULL,Borden,0000-00-00,,
1265816,Basilina,NULL,Butler,0000-00-00,,
1265817,Ajarae,NULL,Coleman,0000-00-00,,
1265818,Rick,L.,Dean,0000-00-00,,
1265819,Timothy,'TJ',James,0000-00-00,,
1265820,Sam,NULL,Felman,0000-00-00,,
1265821,Caitlin,NULL,Gallo,0000-00-00,,
1265822,Shakira,Vanise,Gamble,0000-00-00,,
1265823,Paul,NULL,Grace,0000-00-00,,
1265824,James,NULL,Granville,0000-00-00,,
1265825,Kathryn,NULL,Henzler,0000-00-00,,
1265826,Jennifer,Lynne,Johnson,0000-00-00,,
1265827,Cameron,NULL,Lee,0000-00-00,,
1265828,Richard,NULL,Markman,0000-00-00,,
1265829,Bryan,NULL,McCoy,0000-00-00,,
1265830,Delka,NULL,Nenkova,0000-00-00,,
1265831,Allison,NULL,Ochmanek,0000-00-00,,
1265832,H.E.,Victor,J.W.,0000-00-00,,
1265833,Erin,NULL,Pickett,0000-00-00,,
1265834,Kiana,NULL,Prudhont,0000-00-00,,
1265835,Kristin,NULL,Quick,0000-00-00,,
1265836,Tanner,Alexander,Redman,0000-00-00,,
1265837,Torin,NULL,Sixx,0000-00-00,,
1265838,Peter,Trenholm,Smith,0000-00-00,,
1265839,Grace,NULL,Stanley,0000-00-00,,
1265840,Michael,A.,Templeton,0000-00-00,,
1265841,Rosa,NULL,Tyabji,0000-00-00,,
1265937,Peter,Moore,Smith,0000-00-00,,
1265971,crash:conspiracy,,,0000-00-00,,
1266049,Sylvie,NULL,Imbert,0000-00-00,,
1266092,Spencer,NULL,Aste,0000-00-00,,
1266095,Sam,NULL,Lasseter,0000-00-00,,
1266117,Emma,NULL,Coats,0000-00-00,,
1266119,Sebastian,NULL,Warholm,0000-00-00,,
1266195,Suraj,NULL,Partha,0000-00-00,,
1266651,Андрей,NULL,Смирнов,0000-00-00,,
1266652,Андрей,NULL,Гусев,0000-00-00,,
1266686,Юрий,NULL,Борисов,0000-00-00,,
1266854,Kamber,NULL,Hejlik,0000-00-00,,
1266858,Faysal,,Ahmed,0000-00-00,,
1266859,Barkhad,NULL,Abdirahman,0000-00-00,,
1266862,Mahat,M.,Ali,0000-00-00,,
1266893,Andrew,NULL,Paganini,0000-00-00,,
1266940,Nick,NULL,DiCrescenzo,0000-00-00,,
1266942,Zaughn,Elizabeth,Ivins,0000-00-00,,
1266943,Kris,NULL,Roselli,0000-00-00,,
1266976,Robert,NULL,Hunt,0000-00-00,,
1266998,Will,NULL,Mayer,0000-00-00,,
1267011,Richard,NULL,Magder,0000-00-00,,
1267014,Grant,NULL,Vezina,0000-00-00,,
1267047,Laila,NULL,Ansari,0000-00-00,,
1267061,Luc,NULL,Chamberland,0000-00-00,,
1267081,Léonie,de,Boer,0000-00-00,,
1267085,David,NULL,Arantes,0000-00-00,,
1267113,Ezio,NULL,Cescotti,0000-00-00,,
1267248,Marie,NULL,Steinmann,0000-00-00,,
1267294,Jupe,NULL,Louhelainen,0000-00-00,,
1267297,Bojan,Vuk,Kosovcevic,0000-00-00,,
1267303,Esa,NULL,Jussila,0000-00-00,,
1267329,Lupita,NULL,Nyong'o,0000-00-00,,
1267512,Dieter,NULL,Meier,0000-00-00,,
1267558,Georgie,NULL,Kidder,0000-00-00,,
1267636,Roy,NULL,Baker,0000-00-00,,
1267639,Robert,NULL,Weinek,0000-00-00,,
1267640,Hazel,NULL,Crampton,0000-00-00,,
1267649,Danny,NULL,Dick,0000-00-00,,
1267734,Orlando,NULL,Padovan,0000-00-00,,
1267746,Estelle,NULL,Rodkoff,0000-00-00,,
1267791,Jean,de,la,0000-00-00,,
1267879,HaarTheDragonlord,,,0000-00-00,,
1267953,Daniel,NULL,Mattos,0000-00-00,,
1268089,Toyin,NULL,Agbetu,0000-00-00,,
1268289,Valborg,NULL,Kierkegaard,0000-00-00,,
1268492,Simone,NULL,Saibene,0000-00-00,,
1268562,Gessica,NULL,Vidali,1983-06-10,"Ciao a tutti!
Sono Gessica Vidali detta Geky ",
1268872,Paul,NULL,Morkel,0000-00-00,,
1269233,Achim,NULL,Hasse,0000-00-00,,
1269349,Gaute,NULL,Nistov,0000-00-00,,
1269350,Øystein,NULL,Halvorsen,0000-00-00,,
1269351,Robert,NULL,Dalbant,0000-00-00,,
1269352,Mike,NULL,Hartung,0000-00-00,,
1269500,Hitomi,NULL,Kozue,0000-00-00,,
1269546,Christian,NULL,Martin,0000-00-00,,
1269548,Antonio,NULL,Valentino,0000-00-00,,
1269549,Mike,NULL,Babcock,0000-00-00,,
1269550,Owen,NULL,Finnegan,0000-00-00,,
1269551,Ian,NULL,McIntyre,0000-00-00,,
1269553,Sam,NULL,Roberts,0000-00-00,,
1269554,Ben,NULL,Roberts,0000-00-00,,
1269555,Félix,NULL,Castro,0000-00-00,,
1269556,Mike,NULL,Haberecht,0000-00-00,,
1269557,Rudolph,NULL,McCollum,0000-00-00,,
1269559,Gerard,J.,Reyes,0000-00-00,,
1269560,M.,Scott,Shields,0000-00-00,,
1269561,Christopher,NULL,Sullivan,0000-00-00,,
1269562,Craig,NULL,Thomson,0000-00-00,,
1269602,Fred,NULL,Toft,0000-00-00,,
1269603,D.P.,NULL,FitzGerald,0000-00-00,,
1269604,Jerry,NULL,Gauny,0000-00-00,,
1269605,Michael,Earl,Lane,0000-00-00,,
1269606,Tobias,NULL,McKinney,0000-00-00,,
1269607,David,NULL,Patykewich,0000-00-00,,
1269608,Tommy,NULL,Schooler,0000-00-00,,
1269609,Michael,A.,Thompson,0000-00-00,,
1269610,Don,NULL,LaDaga,0000-00-00,,
1269611,LeJon,,,0000-00-00,,
1269612,Gregory,NULL,Alosio,0000-00-00,,
1269613,James,NULL,McAuley,0000-00-00,,
1269624,Bruno,Andrea,Savelli,0000-00-00,,
1269643,James,Callàs,Ball,0000-00-00,,
1269644,Stuart,J.,Prowse,0000-00-00,,
1269876,Patrick,NULL,Hernandez,0000-00-00,,
1270067,Taku,NULL,Shiraki,0000-00-00,,
1270111,Jonathan,NULL,Howard,0000-00-00,,
1270134,Eagle,Han,Ying,0000-00-00,,
1270246,Dani,NULL,Zarandieta,0000-00-00,,
1270422,Stewart,NULL,Watson,0000-00-00,,
1270756,Cildo,NULL,Meireles,0000-00-00,,
1270757,Marcela,NULL,Lordy,0000-00-00,,
1270875,Keith,NULL,Williams,0000-00-00,,
1271058,Mark,NULL,Austin,0000-00-00,,
1271059,Lightning,NULL,Bear,0000-00-00,,
1271060,Jon,NULL,Berg,0000-00-00,,
1271061,Doug,NULL,Beswick,0000-00-00,,
1271062,Janice,NULL,Burchette,0000-00-00,,
1271063,Ted,NULL,Burnett,0000-00-00,,
1271064,John,NULL,Chapman,0000-00-00,,
1271065,Gilda,NULL,Cohen,0000-00-00,,
1271066,Alfie,NULL,Curtis,0000-00-00,,
1271067,Robert,NULL,Davies,0000-00-00,,
1271068,Robert,A.,Denham,0000-00-00,,
1271069,Frazer,NULL,Diamond,0000-00-00,,
1271070,Warwick,NULL,Diamond,0000-00-00,,
1271071,Sadie,NULL,Eden,0000-00-00,,
1271072,Kim,NULL,Falkinburg,0000-00-00,,
1271073,Ted,NULL,Gagliano,0000-00-00,,
1271074,Salo,NULL,Gardner,0000-00-00,,
1271075,Barry,NULL,Gnome,0000-00-00,,
1271076,Isaac,NULL,Grand,0000-00-00,,
1271077,Nelson,NULL,Hall,0000-00-00,,
1271078,Reg,NULL,Harding,0000-00-00,,
1271079,Frank,NULL,Henson,0000-00-00,,
1271080,Christine,NULL,Hewett,0000-00-00,,
1271081,Arthur,NULL,Howell,0000-00-00,,
1271082,Tommy,NULL,Ilsley,0000-00-00,,
1271083,Annette,NULL,Jones,0000-00-00,,
1271085,Colin,Michael,Kitchens,0000-00-00,,
1271086,Melissa,NULL,Kurtz,0000-00-00,,
1271091,Laine,NULL,Liska,0000-00-00,,
1271092,Derek,NULL,Lyons,0000-00-00,,
1271095,Mahjoub,,,0000-00-00,,
1271096,Alf,NULL,Mangan,0000-00-00,,
1271102,Grant,NULL,McCune,0000-00-00,,
1271104,Geoffrey,NULL,Moon,0000-00-00,,
1271106,Mandy,NULL,Morton,0000-00-00,,
1271107,Lorne,NULL,Peterson,0000-00-00,,
1271113,Nate,NULL,Steinwachs,0000-00-00,,
1271116,Pam,NULL,Rose,0000-00-00,,
1271121,Erica,NULL,Simmons,0000-00-00,,
1271122,Angela,NULL,Staines,0000-00-00,,
